english	telugu
అనంతరం అత్యున్నత సైనిక పురస్కారమైన అశోకచక్రను మేజర్ ముకుంద్ వరదరాజన్, నాయక్ నీరజ్ కుమార్‌ల తరుపున దివంగత సైనికాధికారుల భార్యలకు రాష్ట్రపతి ప్రణబ్ ముఖర్జీ అందించారు	Before it commenced, Mukherjee handed over posthumous Ashok Chakras - the nation's highest military award in peacetime - to the widows of Major Mukund Vardarajan and Naik Neeraj Kumar Singh, who were killed in counter-insurgency operations in Jammu and Kashmir
వాటిని వాడిని ప్రయోజనం ఉంటుంది.	They are benefiting from them.
ఇది అరుదైనది, కానీ అప్పుడప్పుడు జరుగుతుంది.	This happens, but infrequently.
అయినా ప్రయత్నాలు మానలేదు.	However, no efforts were made.
పూజా హెగ్డే కథనాయికగా నటిస్తున్న ఈ చిత్రంలో నాగబాబు, జగపతి బాబు, రావు రమేష్ కీలక పాత్రల్లో నటిస్తున్నారు.	The film stars Raghavendra Rajkumar, RJ Rohit and Anupama Gowda in prominent roles.
హౌస్ శుభ్రపరచడానికి	Clean your house
రష్మిక హీరోయిన్ గా నటిస్తోన్న ఈ సినిమాకి దేవిశ్రీప్రసాద్ సంగీతం అందిస్తున్నారు.	Devi Sri Prasad is composing the music of this film.
డీఎంకేగానీ, అన్నా ఏఐఏడీఎంకేగానీ ఆ ఉద్యమం నుంచే పుట్టుకొచ్చాయి.	Both the DMK and the AIADMK have branched off from this movement.
అహీటూబు కుమారుడైన సాదోకును అబ్యాతారు కుమారుడైన అబీమెలెకును యాజకులు, షవ్షా శాస్త్రి.	and Zadok the son of Ahitub, and Abimelech the son of Abiathar, were priests. and Shavsha was scribe.
చికిత్స యొక్క ఈ లక్ష్యాలు:	The goals of the treatment plan are to :
ఆటోలో ప్రయాణిస్తున్న ఇద్దరు ప్రయాణికులు, డ్రైవర్ మృతి చెందాడు.	Two of the bike riders and a car passenger were killed in the mishap.
బీజేపీకి అయితే మినిమం మెజారిటీ లేదు.	The BJP does not have the single largest majority.
అయితే వారెవరన్న విషయం ఇంకా తెలియలేదు.	However, his whereabouts are not yet known.
’ అని దీపిక ప్రశ్నించారు.	asked Deepak.
ఇంకొకరి సహాయం అవసరం ఉండదు.	I dont need anyones help.
దాన్ని చూసి అనుమతిస్తరు.	Let it be seen.
గ్రీన్ టీ కూడా కొవ్వును కరిగించడానికి బాగా ఉపయోగపడుతుంది.	Green tea also helps in weight loss.
కథ వినగానే నమ్మి చేశాను.	I believed in the story when I heard it.
80 కోట్లకుపైనే!	80 Million!
ఇరు కంపెనీలు 1.15లక్షల కోట్ల అప్పులను ఉమ్మడిగా భరిస్తాయి.	The combined debt of both the companies is estimated to be around Rs 1.15 lakh crore.
అప్పుడు విరామం.	Then a break.
మనం 80 శాతం ఉంటే వాళ్లు 18 శాతం ఉన్నారు.	We are 80 per cent and you are 18 per cent.
50 కోట్లకుపైగా నష్టం నమోదు చేశాయి.	The loss was more than Rs 50 lakh.
నేను ఆమె కోసం చూస్తున్నానని ఉంటే నాకు తెలీదు.	I do not know if I have that she is looking for.
హిందీలో కూడా దాన్ని అలాగే పెట్టారు.	It is the case with Hindi too.
దీనిపై ఆ రాష్ట్రంలో తీవ్ర నిర‌స‌న వ్య‌క్తం అవుతోంది.	There are widespread protests against the government in the state.
ఘటనకు గల కారణాలు అన్వేషించనుంది.	It will investigate the cause of the incident.
కాగా ఈ సినిమాలో హీరోయిన్‌గా బాలీవుడ్ న‌టీ కైరా అద్వాణీ న‌టిస్తుండ‌గా డీవీవీ ఎంటర్‌టైన్‌మెంట్స్‌ పతాకంపై దానయ్య ఈ సినిమాను నిర్మిస్తున్నారు.	Kiara Advani is the female lead of the film which is produced by DVV Danayya.
